comment,sentiment
university communities across the country and across the world have once again been witness the modi governments appointed jnu vcs undemocratic functioning and his utter insensitivity,0
will political disaster for her she contested against modi,0
tulsi gabbard progressive she loves the radical hindu leadership hindu radicals terrorize the muslim minority systematically kashmir and all over india under modis bjp majority,0
producer asit modi clears the air about disha vakani and sundarlal quitting tmkoc entertainment,0
god damn what did modi now why twitter filled with modi and india,1
the missions success belongs and the missions success belongs all fellow citizens today want india use this systems for peace rather than war not because our country says but because its right jai hind,1
not fan but must denounce hindu nationalists india considered even progressive she has received huge donations from far right hindus america and shes very fond modi,1
love you anupam through our vote ensure govt need and deserve anupam kher responds modis vote kar appeal for the 2019 elections via namo app,1
rbi slaps fine crores pnb bank for not following the mandatory swift norms nirav modi and mehul choksi are examples,1
modi the mother bird modi again 2019 via,0
must read thread why modi deserves take credit for asat success,1
sir this public relations department and honorable prime minister,0
being ungrateful sin siddharth jatav residents sanctioned 50lac loan under the modis startup scheme has already picked  lakh now campaigning for rld saying the centre has not done favour,0
will never end under modi rule dalit himself and prodalit ideology,0
historians will struggle find prime minister inept disaster modi,0
they can insult anyone time modi governments action towards pakistan terrorists jem there the chief rahul gandhi called terrorists with and senior cong leader former madhya pradesh chief minister want the proof from this also well educated fool and stupid,-1
people lost their lives that day from pakistan and saw the video the wife the soldier who diedshe was holding baby will the people india not hold war that war monrgering mad man modi accountable for causing that child lose his father,-1
stop your congress fake news network,-1
show where modi said that will transfer lakh manifesto,0
the prachar matri thinks odisha not indialok sabha elections 2019  baar mauka toh deke dekho says modi odisha elections news the indian express via,0
sonia gandhi files case against narendra modi for not using thanks nehru indira rajiv his speeches,1
here are the reasons why says nirav modi shouldnt get bail,0
its like sanju for modi,0
dear all concern pls follow modi instruction save our natiom,0
after grand success coffee with karan star world coming with new shows tea with modi cerelac with rahul cough syrup with kejriwal thank god morarji desai dead,1
scheme 72k per year 2014 promised 15lacs that means 3lacs per year scheme now see the credibility level 72000 bharosa nahi par 3lacs bhi bharosa hai wah modi wahhh,0
once again best not speculate around narendra modihes proved everyone wrong more than once,1
waiting for narendra modi address the nation saturday tell all that upcoming day sunday and successfully entered into holiday errrrr,1
seems modi forget this what wants this,1
some people may agree and some may disagree about modi hai mumkin hain but everyone will agree with that dhoni hai mumkin hai,0
modi for life  love you modi bro,1
sir bottle bhi nhi pta now there are three theories pappu theory sujawala theory bottles theorylets vote modi and ask these jockers resolve this 2024 then come,0
nice love you sir your big fan voter narendra modi,1
tremendous achievement our scientists under the under your leadership sir modi govts one more milestone 2019,1
blame modi for everything and you get respect congress,0
sandip ssingh producer the narendra modi biopic justifies use name the film trailer,0
why did narendra modi announce mission shakti instead drdo person for giving publicity the mission shakti for getting publicity for him,0
you had many generations dumb pms they were busy minting money and enriching themselves was not modis fault,1
nirav modi bail denied good unlike indian courts where endless anticipatory bail common,1
has been hand picked modi means has potential thrashes libreals with knowledge they lack hence the fear,0
yeah thats true modi was selling tea then,1
all about defence nation india new india under modi the message was message indirectly meant for the enemies new india your reaction rightly proves that the message has been conveyed the right people,1
haha you are wrong would aredra modi,-1
keep away from donkey predictions you are blind the reality modi becoming again throw your degree dustbin,-1
you believe cong serious about its smart plan cut modis vote share pappu knows that cong will not form govthence come out with promise that cannot fulfilled many poor will vote for cong which helps pappu become lop,-1
bangalore south will tell him that they are not with modi and not with his idea india sure such simpletons would great harm leaders,1
modi announces india has successfully shot down satellite becoming the fourth country the world with this capability the news was delivered during special address the nation for more,1
modi india police files firs against victims,0
indian modi boasts antisatellite missile launch ahead election,0
nirav modi vijay mallya share same jail cell mumbais arthur road jail,-1
people districts are responsible for this cast your vote but dont vote for your caste dear one party caste followers kindly give importance national issue and support modi the elections,1
not asking support simply begging begger not this time,0
pray god that modi again,0
lets start off with messy one this week trailer reaction narendra modi,-1
narendra modis return important for india rajasthan governor kalyan singh economic times,1
and now surgical strikes space,0
mig mig after sent mig fighter plane pakistan launched his own mig,1
people what happened your 2014 poll promises modi which promises bjp,0
that something which tells biase because modi with his experience yrs and will never such dumb thing,-1
modi sarkar doesnt know how fight terrorism,0
this guy yusuf has lost his mind after demonitization and gst still propagating with his unnecessary opinion best thing you can for modi not give him free advise,1
modi deserves part the credit for showing this political will taking hard decisions something which upa could never achieve,-1
air india withdraw boarding cards with picture modi,0
modi have all the merits chosen 2019 have done well yrs his ruling provided stability and security almost every sector chowkidar for reason,0
where balakot does resonate but will sustain himachal found strong nationalism surge kangra hamirpur tricolours temple for martyr village crpf martyr kangra his school teacher says people watch modi vote for him,1
morche failed modi,-1
indian people proves they are great fool earth voting modi also illiterate too lol stupid history india perhaps,1
doesnt mean modis rahuls way highway for way whatever irrelevant way one choosesbecause the country 132 people now risen unstoppable raghuram rajan,-1
had congress poll strategy meet yesterday look forward campaign all over karnataka with our vision highlight failures modi govt toothlessness despite having majority mps momentum building for our alliances win,1
pls watch video how forgot swach bharat sweet stall ate sweets wrapper fell down completely ignoredvvip journalist thought was duty shop guy learn swach bharat from that difference between others modi,1
hey dear friends you know the leader but you know his story watch the official trailer modi,0
                should keep mind that modi the prime minister our country have elected him needs our support while going against modi and bjp please dont against the country,0
modi just thanking the nation giving him opportunity serve,0
you have any credible evidence for this for you know any one who voted for modi 2014 and not happy with him without understanding what democracy all and sundry come and voice opinion any basis doubt the country could not prosper years,0
all antimodi are out ridicule big achievement our scientists just because announced really sad,-1
modi wins you will buy one full bottle raja whiskey modi loses you will buy full bottles raja whiskey guess why you guess correctly will give extra bottle free,1
chairman marwao when you grow facts will right here waiting for you not only has militancyrelated violence more than tripled during modi fiveyearold rule successful infiltration bids the militants have risen over per cent,1
and and agents ridiculed for talking about toilets and filth,0
why orope was not introduced during 2014 since modi has saved some money you want squander giving less than 1000 rupees per person not great proposal create jobs instead,-1
clearance for the project was given over two years back reddy says adding that the project was implemented the fastest way possible,0
modi aldready safe zone man jus check the history face modi varanasi and managed get lakhs votes but lost after few months won 6770 seats delhi rahul can choose one safe zone its but not two,1
one bjp sounds like big leader apart from modi and shah,0
scientists wanted test antisatellite missile but upa didnt allow modi,0
modi surprises everyday with his creative but effective ideas his love for poor love for india makes him unique leader once lifetime the world has nostradamus had predicted correctly about modi 400 yrs back long live   ,1
modi india stands tall space power narendra modi,0
please enjoy this video very lucid slow introductory british english language showing our honourable prime ministerhon narendra modi delivering speech british parliament first ever serving prime minister india,1
great answer people are largely criticizing rahul gandhis minimum income plan 72000 but why they did not say anything narendra modis demonitisation when most the black money did not return,1
modi with alliance will weak simple needs bjp seats 250 atleast,-1
please ask him disclose the names economic offenders the list which handed over modi,1
you say any thing about modi than you antination and you not right live india and you can pakistan,-1
congratulations chief scientist isro narendra modi modi not only founded isro aug 1969 but created all satellites systems isro was ever able create when hes not making satellites goes the border and fights wit pak and shows laaal ankh china,1
still vote modi and make lose deposit,0
jab tak bhaiya president hain inc modi rehenge happy theaters day,1
there important discussion lok sabha what modi address the mps pappu winkswinks,1
urmila matondkar begins her election campaign earlier today congress fielded her the candidate from mumbai north constituency for ani track live updates here,1
modi ruined country last years led most corrupt govt since independence arvind kejriwal addressing rally here,0
once again modi modi modi jai modi sir all the best good luck bjp thanks,1
will nirav modi and vijay mallya share the same jail cell extradited judge asks prosecutor ,-1
ambani lost several ranks world richest during past years compared upa ruling time frame other modis scams were done during upa govt and they were caught during nda govt check your history and numbers before replying nirav down his feet now,-1
soon will get 72k per annum need pay back the farm loans angel tax for years start business high incentives food processing units near every field tomato ketchup factories near tomato fields rss will banned modi will jailed,1
jitendra these cowards nurtured modi did the same with facebook account modi himself suspended previous two twitter handles but now its not possible least twitter india good lord,1
then the hindus are fool who are voting them atleast other community specially minority tag are more smarter then the duffer hindus like only modi,1
without getting into the merits demerits the argument made the niti ayog highly inappropriate unprofessional him talk party lines but wait isn institutional degradation another big failure modi government after environment,-1
hyderabad today run for nation run for modi campaign organized was flagged off secunderabad constituency candidate kishan reddy numbers have turned early morning participate the event,1
don know who are their advisers but such tweets fact harm congress itself not modi our public always despise such foul language and cartoons for prime minister think congress media cell full young and inexperienced mediocres heavily influenced bollywood,1
this will never happen happen modi govt then would have been evident now,1
interesting and proud learn that sri tej bahadur yadav the bsf jawan who was sacked modi govt for speaking truth will contest loksabha election varanasi seat against its going nakli chaukidar asli chaukidar,1
you mean people who revenged godhra also out 2000 atleast were hindus read about riots before modi gujarat they are not the only riots indias history,-1
what else they can think modi unbeatable and unstoppable,0
modi began his election campaign meerut yesterday file photo new delhi prime minister narendra modi who began his election campaign yesterday meerut will today travel the eastern part the country and address rally odishas ,1
you can remove safe your tweet when modi contested two seats was seen strategic move but why this for and have objection choosing wayanad doesnt represent fight against bjp should have chosen,1
mission shakti twitterati call rahul gandhi wishing modi happy world theatre day tweet the day,1
indian army modi,0
loot jhoot scoot thats the way modis friends business the way modi runs the country,0
one questioned army citizens the nation questioned this country but this modi blabbering divert people and not answering people,0
yesit indeed but when voters think also compare past records upa job creation upas record was worst than nda people still prefer vote for modi considering other criteria like corruption national security development work etc,-1
modi the real leader our country which country got after six decades and should continue lead the nation least for two more decades,1
congress announced war removing poverty counter this modi may announce war pak,0
prefer akhilesh over modithat shows standard,0
was modi present roads delhi while genocide,0
you support science and technology progress there other choice than modi you dont believe heres the man who sent chandrayaan saying the same,-1
india will soon through 7phase election process from april 2019 select new government narendra modi manages win the election and retain power there wellfounded fear that india secular constitution might not last for long,1
people india agree with holiday years new india hum banayge modi jee vapaas layenge  vote him chamche italy more stupid than rahowl women not wear janayu,-1
fenku zumlebaaz modi reality unemployed youths,0
bjps first lok sabha candidate list out modi contest from varanasi again,1
when china faced india doklam modi ensured they understand our might and they backed off nehru 1962 kennedy prez save they will take over entire east india nehru mutra addiction lets you compare beggar nehru with modi,0
modi cant announce such scheme now mcc applicable rahul can announce under free and fair election rules tragedy our democracy and election rules are you listening,1
tells apun desh bhakt modi are you fool first answer that,1
even you can fight election against modi ahead this the beauty democracy,0
yes course because modi the one who looted the taxpayers money cwg scam augusta westland and the list neverending when will people understand that dont need classy need visionary leader,1
china following abhiyan should also follow china make modi for his lifetime,0
both the innings being played the same 22yard strip,0
dont understand why these journalist dont add chowkidar front their namethese journalists are openly campaigning for modi under the barb press these journalist have blatantly tarnished all ethos and principles journalism media has become lapdog for powerful,-1
indias action not directed against any country modi watch live,1
are chamcha papu and has great idea like modi jee you run away from country the help congress ecosystem defame current should respect indian court and come like good boy waiting for congress govt den doing big mistake,1
one more modi govts hats off achievment,1
modi daddy has just announced upgraded version which was already place,0
dedicated party worker inspired narendra modi,0
little disappointed sir secularism doesn mean appeasment tell one instance modi govt work which not tune with indian constitutiondemocracysecularism fact these act appeasement leaves the discourse election communal,-1
pakistan has always assured that they will take decisive action but they don not want fall into their trap now modi says according republic,1
plz abki barmodi sarkar   right not mam,1
every time raghuram rajan gets media coveragemodi supporters into tizzy why are you afraid him and foolishly deny his academic and professional credentials former imf chief economistchicago prof former cea and former rbi governor doesnt understand labour economics,-1
modi announcing 300 bps rate cut,0
indian railways metro trains all airports and seaports electrification india aims hospitals advancement industry and military advancement advancement aviation industry india only established last years came power,-1
agree college friends all mbas and their late 40searly 50s are chanting the same mantra why can they objective was ardent fan modi because the change promised but now the sight and more importantly the sound him repulses,1
have seen every rahul gandhi speech through 20172018 not once did look paper 2015 was the last when used look paper modi now looking teleprompter,0
modi very generous person give the recommendation get the business credit from public sector banks return modi definitely will getting invest the general elections finally our psbs have huge debts they are unable carry themselves,1
you have that much guts get the interview seems have not gone through the interview but wish should interviewed thaparravishprannoysagarikabajpai and can you get him modi kuldeep,1
praise him and lick maai baaps boot while party can resign from the post governor and carry praising modi,0
india can target enemies space but the modi government failed prevent the terrorist attack pulwama modi government successful increasing the pollution levels india and now space clear the space debris please prime minister thats why,1
let clear modi govt cleared the first new fighter type deal years within months assuming office that not dragging feet similar story with m777ah64e and ch47f purchases all hopelessly delayed congress govts,1
omg omg whats prominent rss family does modi belong are his family members getting any tickets,1
2cr jobsyear promise given during 2014 lok sabha elections not modi pls brush knowledge before commenting anythingalso jobs wont come your home you have put effort for paisa aur free job both are dangerous,-1
modi announces that india has shot down low orbit satellite demonstrating its space warfare capability elite grouping russia and china have this capability,-1
modi does day dream lot,0
drdo exchief mission shakti upa didn give nod but modi had the courage india news the indian express via ,0
intelligence bureau gujarat modi govt interacted with for four hours when ahmedabad police detained overnight 2011 during visit manmohan singh ahmedabad,0
nice suggestion but modi will miss their helpers who are those helpers you are intelligent enough guess,1
bhai 2010 ispe development rahi hai tab modi nahi the mai congress credit raha its credit drdo politicians should refrain from taking credit for the thing they did not,0
who will vote for modi course bcause initiatives like swachhata abhyaan digital payouts discipline governance work progress infrastructure development national security and many amongst others,1
what provelol seems babri masjid got demolished its own the gujarat violence happened when modi wasnt,1
like once modi confirmed 600 carore indian voters voted him bring black moneyu forgot,1
haha its ghor ninda yes support modi and will sure vote for him but this chowkidar thing something dont agree lame,1
what odd upa didnt have permission modi did and still the country should proud rather then doing randi rona,1
reserve and prepare vacancy for modi the end may may able join the school train his bhakts,1
isnt good saving humanity people want him like coward modi who just making fool his nation his war slogan long short hard slap your forces get from pak last month sensible nation would never think war again but people will never understand,1
siddharth takes sarcastic jibe narendra modi trailer fails show won india its independence,-1
means they have already cheated can correct thief and fake overnight impossible again modi would tell the same grandma stories,-1
president kovind modi greet people rajasthan day president ram nath kovind and prime minister narendra modi saturday greeted the people rajasthan statehood day,0
will double modi remains,0
and might have been worth asking then are plain guerrilla ambush with biased motive and have been contrived after interpreting facts selective manner especially reeks agenda its because this that modi stopped talking you guys,-1
lies these nutty people write about never referred modi mullah modi never used that word mullah conjunction with him was never kejriwal supporter and why should that matter anyway who are these nutty conspiracy loons,0
body thanks for banning holding responsible for their genocide,1
when she purchased land during upa did she took permission from manmohan singh why doing drama she has guts then contest against modi varanasi,0
this lady lacks basic understanding whats been written all saying enable voting for cricketers from anywhere not saying vote for modi dumb lady,-1
good modi,1
modi while preparing manifesto include some relief for tax payers high way toll tax current situation for tax payers like double taxation,1
modi going share his opinion,0
ashok problem why sack her defending every decision leaders call for high command culture bjp cadre based party and neglecting local cadre will disaster modi may save them for now the same cost them assembly elections,1
modi guilty not allowing scientists hold press conference after asat launch then who could held responsible for not allowing scientists ahead with asat test,-1
survey done independent ngo association for democratic reform sadracross 534 lok sabha constituencies has found the modi governments performance below average,-1
today years old irrespective which govt was power have never ever felt that there was any threat india indians should stop fooling people india but modi bhakts wont understand,1
song for modi and jawan great respected lataji,1
congressmen stupidity never ends and became bench mark for all parties india modi sarkar hasnt been different when get see chillar pheking govts out indian soil,-1
all that kahaniya saying your channel lie let him speak the business which engages the poor understand how things were before modi came and how now,-1
dont know pappug has spelled out the details ubi 72000 each family from govt there shouldnt any economic opposition just like modis farmer but toppingup govt your income make 72k has serious economic flaw,1
modi termed sprldbsp alliance sarab alcohol that logic can call modirajnathnsitharaman moron hail modi hatred this guy and his chowkidars now respect democracy atleast sir,-1
thats nothingwhen entire nation was streets against british modis ideological ancestors rss were hands hand with british,0
now speaking always because someone that modi has taken credit,0
ikri was going from delhi chandigarh last weekend punbus this guyseems well educated frm vry well familysitting behind sayspple this country are cunt they dont understand how important modi for the developmentthe same class ppl worries,0
love shree narendra modi,1
election commission slams govt for bringing electoral bonds which has allowed 1000s crs opaque money kickbacks black money given bjp also slammed govt for allowing foreign funds parties removing cap corporate funds parties,-1
ilinformed opinion typical even aware antidefection law 1985 indian legislatures cannot exercise their free will anyway also parliamentary system executive legislatures dont have neat separation power modi has nothing with this,1
well supporter modi you people hate modi just bcz 2002 riots and triple talak thats the truth that compelled tell you,-1
love letter modis passion who questions him pak supporter,1
after modis tweet urging him spread voter awareness ashwin ravichandran requests the let ipl players vote from wherever they are playing,0
modi sure his govts development why not call face the presspeople ans their questions what doing instead diverting the attention innocent public from his failures blaming the opposition other countries darpok,1
honest company will pay for tax only sanghis and the companies who were promoted modi would taxed,1
weather oppostion populer hero pakistan but you are fill our arm forces uses them win electionotherwise now you must have owned the lok sabha elections rescue yourselves from sarab modi takes jibe sprldbsp alliance,1
and our gods let that happen why would they let india suffer like this for years maybe modi and company are just lying,0
modi hater still will,0
your ancestors know about sacrificing for the country not you you know how claim their sacrifice for your own you can perfectly nationalistic hate modi but claim sacrifice because parents were the army just stupid claiming anti bjp anti national,1
dear lost thousands innocent citizens and army personnel kashmir since independence the despicble jihadis but modi the only who ensured hit them deep their territory with surgical strikes air strike thats the difference traitor,1
modi liar and never sold tea,0
urge team all followers plz dont stop use this till election this the one biggest problems the country main issue for election modi bhakts are totally failed defend themselvesbcaz truth,-1
congress says modi doing everything for gain election same time congress telling that all happening because nehru now they should openly accept this nice article,1
what you talking about hinduism hindutva modiassemanad modi reposible for overseeing mass murder aseeemanad bomb blast please understand the difference peace ,0
mrsvadra please answer why pakistan interested supporting congress these witty answers will not give india its due advantage the world why pakistan doesnt want win,1
neither bjp member nor modi bhakt years ago income tax taxable income between and was now years ago tax restaurant bills was now years ago interest home loans was 103 now 865 him not puppet least,-1
denied 2014 and modi govt 2018,0
you think that private bank which its directors invested almost all their personal assets would have easily given loans people like nirav modi vijay mallya,1
wau effect specially assam arunachal bridge north east india which was earlier given stepmotherly treatment witnessing unprecedented transformation under modi govt from infrastructural development boosting connecti development via namo app,1
hows the josh  modi once more,1
experts claim that all poor need give 72000its impossible with same taxes taxes need hike drasticallyso get ready pay extra 72000 from pockets10 item would increased get amountjai modi,-1
and this time the target  literally the khalayi makhlooq  narendra modi takes poll battle space,0
actually modi minister space since 2014 you may like mention his name,0
all congress party leaders are liars can you prove when and where modi told will deposit now know you can understand hindi becoz late karunanidhi and tamilnadu,-1
competition appreciations and recognition are major factors growth any individualorganisation modi providing all drdo will benifit long run this would have done previous government also then projects like kaveri engine wouldnt have taken years fail,-1
stop nonsense chor modi tied with chor jagan andhra pradesh,0
its all about great leadership like modi thats all,1
and while wait for start everyone wondering speculating what modi going say,0
india fight with terrorism not pakistan modi,0
even pak airforce jets flying over pak territory can shot down hails modi after,-1
rahul asking every indian dream the future they want delivered the congress modi asking  still hear him speak any other subject but and just you know listen ghar mein shaadi hai parpaise nahin,-1
only for modi love modi,1
saraswat crook who now working for crooked modi sarkar shivshankar menon told the wire this the first have ever heard saraswat never asked for permission for asat test,1
sir very very big millenium joke you have changed your name chowkidar narendra modibut false you are not chowkidar narendra modiyour are chowkichor narendra modithis correct,-1
just blessed have like modination should grateful you,0
for everyone who doubts modis diplomacy there cant better demonstration indias improved foreign policy power,1
must read article,0
pakistaniyo thora halka hath baray bol say avoid dont celebrate anybodys loss and indians should also understand that modi clown israeli lobby after killing muslims gujrat has been rewarded the intl estb,0
our indian defence much more stronger compared 2014 all that modi has done basic improvements aghast see why such basic defence strengthening was not done upa upa you need ashamed,-1
india the march turn into one the super powers systematically under the determined and dedicated leadership modi and spirited scientists,1
ismay modi kaha involved hai credit should goes scientists who worked hard day and night and here mitro collected all the wah waahiee,-1
may god forgive you shatrughan sinha slams over advani snub via will god forgive,0
modi man with enough blessings lord shiva modi invulnerable evil elements election dates get nearer modi would get more popularity main opponent pappu getting moremore lunatic greed india those factors would bring your ambition realized,-1
but still our mission 2019 fir modi sarkar will sought all this after may,0
dont know about blind faith modi but surely not going trust congress hate congress and the gandhi family,-1
modi also welcome contest from wayanad confident,1
modi please eliminate netas supporters islamicterrorists antinationals antiarmedforces traitors stonepelters separatists,0
you know assam for the first time exported vegetables dubai thanks the initiatives modi which made possible,1
advani wants modi listen him should drop from his name,1
make fool instead making fool citizens india sorry that ismodi every day task will really difficukt the way modi missile chalae thi kya,-1
yes need our modi lead the country striving hard eradicate poverty corruption and blackmoney decisive leader nationalist and tough terrorism and rogue neighbor who harbouring terrorists its soil and unleashing,-1
sir this all open that media highly being paid for live telecast modis raily media houses just playing rol marketing department modi,1
not merely the former drdo head even former coas had said that should have been chief during modi era could have fired back pakis after cease fire violations during mms era they were only expected wait for firing stop,1
pmoprime minister narendra modi gave aspirational speech laying vision for new indiapradipbhandari,1
does modi reflect jobs and eco prosperity have growing import bill from saarc bangladesh now makes indian garments thailand and wise the fin ministry blame data for jobs per capita income bangladesh will exceed india jago chokidar you have exported jobs,1
already had the capability and had announced way back 2012 that was enough blowing one our own leo satellites have only satisfied modis ego and his self glorification weaponisation space and isro are not one and the same,1
after modis interview seems the winner obvious even before election,0
kick bjp kick modi,0
long crypto short modi,-1
great hard working modi world leader,1
capture the colours elections watch the dance democracy say namo again with namo tune get real time coverage modis election campaign and lot more fascinating content via mynt,1
rahul gandhi out his mind remember vikram betal story where betal keeps instigating the righteous vikram follow wrong path similarly people who will follow this rahul betal will fall into his trap and suffer,-1
where are the modi haters now,0
did nothing during his tenure all ghotala happened under his nose now our great janata finding fault modi see this change happened years earlier body bothered now asking answer from ministers level,1
never knew are landing hell modi must allow back pak,0
around 2829 years ago modi was bharat darshan and had passed through bangalore just wondering had visited your house while your dad had gone break from his chokidar duty ask  still looking for his dad,0
why drdo was not asked why bjp announced all channels that narendra modi shall address nation why used unofficial channels party channels make announcement whole india many points shall posted eci this regard,1
work horse trading for modi incase bjp dont get majority they are not going get thats quite sure,1
did narendra modi get his birth certificate from varanasi rahul gandhi fled kerala amit shahs dig choice wayanad,0
modipeople have given job mewhen are you going give job understand about engineers but modi doctor modiyou are antinationalist mehow twitter bjp bhakt you are antinationalist mewtf modisee other people also saying same,-1
always with you narendra modi good luck for everything,1
this shameless wretch narinder modi has been looting and using nations wealth for his own publicly election commission look into urgency modis address nation fortnight before lok sabha polls,1
the mission was led the defence research and development organisation drdo aimed strengthening indias overall security thanks drdo not modi,1
unfortunately opposition lost opportunity educate students politicsno challenge for modi and dont have options even parivaar khayal kon karega stop chamchagiri future danger,-1
modi man developing india today have 24hrs power supply his regime just remember those black days congress,-1
was just compete with modi scheme 6000 per yearthey are promising 6000 per month the total 72000this how they want foolas usual,-1
yes sir need modi itself,0
rqest all ladys india help fight against chowkidar modi because whom whole lifes earning has been taken away fraud that why not giving time apointment because will not able speak single word before,-1
you want understand the work modi ask property dealers bhumafia,0
didi what you think about modi jiif you change the things nothing will changehe working only for india and indians you are working only for you and your family memberswb peoples are known you very well,1
and atleast himself was not blunder like our present nehru made some mistakes but did what time demanded stop blaming nehru for everything social media not the world and modi not thee country,1
anand sharma modi running scared real issues congress will highlight his nonperformance,1
credit only what the evidence that the missile really destroyed satellite did isro sent kejriwal the missile write report till kejriwal certifies that the missile hit satellite jumla modi,1
haha again you are getting defensive its not about any political party leader check twitter reporter and you will find answerif you see things with open eyes there will fact required prove anything take purely non political comment,1
super great modi,1
really about modi rahul modi never speak about real problems and never given answers how will vote for someone who acting dumb real problems amith sha,1
people watching waiting for narendra modi address the nation,0
believe ground reality something else hardcore modi sahabs supporter but you ask the ews they are happy with the freebies electricity water etc but there one thing for sure aaps alliance with the congress makes the aaps bent mind quite eminent,1
india has win over surgical strikeair strike and now space strike under the decisive leadership our narendra modi,1
when feel better when are accompanied lion modi when find yourself surrounded coward crowd gathbandhan who scared chaukidar,1
atleast modi did only once and his fil happy that serving the country with all the heart for which set out but chandra babu naidu first did with his fil and then again and again with the people the state like the congress did with the people the country,1
not about one two seats but about the egos and misuse power some people who have abused harassed mocked and threatened our youth for the last years against giriraj and hope against modi,0
because lot journalists and many opposition leaders using filthy language for the and his mother and because modi enemy the eyes pakistan the filthy language filthy people india gets headlines pakistani print and electronic media,-1
once again addressing the nation everyone might their heels run towards the bank after,0
sir old enough get some proper education not believe whatsapp gyan  world bank chief retired january this what said nov 2018current chief acting the former ceo see what she said about modi,1
only chutiya can link this modi sale kutthe,0
interesting was bjp govt vajpayee and got nuclear power was bjp govt modi and got defense space,1
but nda govt under guidance modi has captured entire world maintained big secret and will revealed one day before the first phase polling modi will for entire world,-1
blinded jihad don want see believe modi who constructing modern india can understand why pakistan wants congress back congress the enemy india which india has realised enjoy chinese rule learn chinese else may not get employment not later,1
opposition disheartened india growth modi  india live,1
burnol for all those pigs who were barking,0
shameful man cant evn dedicate just one tweet acknowledge appreciate scientists achievement without involving personal agendaobsession making evrything abt politicsfrustration being incapable fear modis strong will has caused severe damage their brains,1
wow this will good modi forever much money saving from elections,1
congress stalwarts including party president are deeply upset india has achieved unique feat during bjp rule they are just not able digest not surprising that congress president has mocked undignified way,-1
who says there alternative todays packaged politics for mass consumption need see the danger reducing democracy into act choosing between two personalities  say makein india narendra modi and naive,-1
pass raga daily let him tweet remainder modi smart cities start skill swach bharat stand indiablah blah,1
keep dreaming mamduring modi wave she lost more than lakh votes this time the gap would even bigger,1
modi humble honest decisive and nonsense leader the nation rather the nation knows that rahul uses abusive language makes baseless allegations against the the country highly objectionable snobbish and arrogant manner,1
shahmodi what else they can,0
ill give you cap put whistle your neck akbaruddin owaisi attacks modi over chowkidaar campaign click here,-1
now know who spread the truth about modi jee fetching the ball from croc infested river,0
kishan income badi hai internal terrorist activities supressed corruption reduced central goverment and offices inflation decline many more still awaiting therefore modi once again bring modi save country,1
india prime ministerg20 india modi meets leaders discusses ways strengthen counterterrorism,0
who the sponsor ambani adani aur any other modi,-1
just like modi doing bashanas democracy love humanity etc,1
one the history india has made more roads than modi please think before opennoy your mouth,1
drdo exchief mission shakti upa didn give nod but modi had the courage india news the indian express      ,0
modi cheated people whare 15l whare black money whare ghar ghar naukri whare bank looters gone what modi say court rafael paper thefts what happens 1800 yadurappa given bjp leaders,-1
modi deletes his tweet now,0
want modi the leader who will work for nation and its poor will elected this election,-1
you want say that support modi are real patriot fyn this election will patriot with patriotism plz need some jobs also because our stomach will not fill only speeches,1
india not favourite politics modi come some point india 100 per modi this election campaign cant blame congress loses much confined speeches ravi shinde,-1
sir why wasting your time and others now accept that modi will comeback with higher numbers now plan for 2024 and give rest your mind,1
pas abhi bhi 500 aur 1000 notes stock hai and waiting for remonetization copy will remonetise what modi demonetised says rahul gandhi times india,0
the suit was later sold the highest bidder laljibhai patel diamond baron and private airline owner based surat gujarat for astounding 431 crore the money generated from the auction went for modis ambitious clean ganga mission,1
how many you bjp website modi isnt the bjp president doesnt run bjp,1
npa mess still hard fix modi didn fix the issue properly,-1
video sikhs not modi saved kashmiri students outside omar abdullah,0
since cashless economy sham will der proper flow cash some damage control wrongly implemented demonisation will gst more reasonable how modi made damage nation going repaired,1
its game changer for congressbjp had ruled for yrs but done nothing for people modi promised 15lakh every bank account but failed his fulfilling and the policies taken bjp are completely failure and bjp attacked every institution the country,-1
the growth story the state assam has picked exceptional speed under the government modi the slogan assam4modi and true,1
professor all are indians here someone from behind sir have pakistanis too here toh lagaya professor dont worry have been fan imran khan and all hate modi meri chatee 112 gayee,-1
when army strikes doubted journos solely cos hate modi there politicising starts,-1
that the spirit nidhi our nation citizens never like modi failed any ways,-1
should vote modi for 5100 mandvi bridge goa years,0
15lakhs then this 6000 month just wait till someone announces foreign tour per family per year its not jumla modi surveyed travelling whole world the past years,-1
and they say congress linked with pakistan bjp who distributes certificates patriotism alleges pakistan now has pakistani support,0
your family was power for yrs and you have just destroyed india modi yrs restored the strength the country,0
indira india now modi the constitution india,0
after seeing the add the boarding pass are you voting for modi,0
what has modi done that has improved your life,0
sacked bsf jawan contest polls form varanasi against modi kashmir age,0
bjp president amit shah claimed that narendra modi was the only prime minister who had responded terror activities pakistan like the united states,0
had come together dislodge now they are attacking each other this how like minded people behave this the how raga spreading love and taking every one together give india alternative for modi govt,1
main bhi chowkidar very honest campaign prime minister modi rahul gandhi should follow the same path honesty and come with campaign too main bhi brashtachar,1
proper congress stooge never gave any such lists congress nor cared about from modi all assh0les want everythingallnpaallfilth created congress decades cleared modi couple years baap raaj hai aur khud corrupt saath denge,-1
opposite modi rahul gandhi idea ground reality corrupt tejasvi yadav father established crook has experience mamta banerjee muslim appeasement and corruption hows this pro india,-1
